,match,criteria from actual contract in original Romanina,criteria from actural contract translated in English,id,criteria from actural contract translated in English.,criteria from actural contract translated in English.the the value,criteria from actual contract in original Romanian,criteria from actual contract translated in English,criteria from actural contract translated in English.the,criteria from actural contract translated in English.the the
824,,"PUNCTAJ TEHNIC: CARACTERISTICI TEHNICE DE PERFORMANȚĂ- cerinta / subfactorul 1: 
INSTRUCTAJ PENTRU OPTIMIZAREA
EFICIENŢEI ENERGETICE  - Componenta tehnică – criteriu ecologic, A se vedea detaliat în cadrul Clarificării din oficiu din data de 15.09.2025 și ANEXA 2 la Caietul de sarcini - Factori de evaluare din 15.09.2025
Punctajul (PT1) se acordă astfel:  Ofertantul trebuie să asigure un instructaj incluzând elemente de ajustare şi reglaj fin al parametrilor de consum de energie electrică ai echipamentului (de exemplu, modul „standby""), în vederea optimizării consumului de energie electrică. Se va puncta corespunzător, descrierea instructajului în domeniul optimizării energetice, care trebuie asigurat, autoritatea utilizând următoarea grilă de punctare formată din următorii subfactori de evaluare:
   Instruire la Locul de Muncă - Metode și Tehnici de Optimizare Consumuri de Energie Electrică:
-   Durată: 2 ore - 2 puncte;
-   Durată: 3 ore - 5 puncte;
-   Durată: 4 ore - 10 puncte;
Pentru instructajul minim solicitat în caietul de sarcini nu se oferă punctaj- 0 puncte","Technical scoring: Technical performance characteristics – requirement / subfactor 1:
INSTRUCTION FOR ENERGY EFFICIENCY OPTIMIZATION – Technical component – ecological criterion, see detailed in the office clarification dated 15.09.2025 and ANNEX 2 to the Specification Sheet – Evaluation factors from 15.09.2025.
The score (PT1) is awarded as follows: The bidder must provide instruction that includes elements for fine adjustment and tuning of the equipment's electricity consumption parameters (e.g., ""standby"" mode), aimed at optimizing electricity consumption. The description of the instruction in the field of energy optimization will be scored accordingly, using the following scoring grid composed of the subsequent evaluation sub‑factors:
→ On‑site training – Methods and Techniques for Optimizing Electricity Consumption:
- Duration: 2 hours – 2 points;
- Duration: 3 hours – 5 points;
- Duration: 4 hours – 10 points;
For the minimum instruction requested in the specification sheet, no points are awarded – 0 points.",100199566,,,,,,
825,,"PUNCTAJ TEHNIC: CARACTERISTICI TEHNICE DE PERFORMANȚĂ- Cerinta/ subfactorul 2- PERFORMANŢA ENERGETICĂ, A se vedea detaliat in cadrul Clarificarii din oficiu din data de 15.09.2025 si ANEXA 2 la Caietul de sarcini - Factori de evaluare din 15.09.2025","Technical Score: Technical performance characteristics - Requirement / subfactor 2 - Energy Performance, see details in the office clarification dated 15.09.2025 and ANNEX 2 to the Terms of Reference - Evaluation factors from 15.09.2025.",100199566,,,,,,
826,,"PUNCTAJ TEHNIC: CARACTERISTICI TEHNICE DE PERFORMANȚĂ- Cerinta/ subfactorul 3-Termenul de livrare, A se vedea detaliat in cadrul Clarificarii din oficiu din data de 15.09.2025 si ANEXA 2 la Caietul de sarcini - Factori de evaluare din 15.09.2025.","Technical Score: Technical characteristics of performance - Requirement/subfactor 3 - Delivery term, see details in the official clarification dated 15.09.2025 and ANNEX 2 to the Terms of Reference - Evaluation factors from 15.09.2025.",100199566,,,,,,
827,,"PUNCTAJ TEHNIC: CARACTERISTICI TEHNICE DE PERFORMANȚĂ- Cerinta/ subfactorul 4- PERIOADELE DE GARANŢIE EXTINSE  si Cerinta/ subfactorul 5- AMBALAJ DIN MATERIAL RECICLAT, A se vedea detaliat in cadrul Clarificarii din oficiu din data de 15.09.2025 si ANEXA 2 la Caietul de sarcini - Factori de evaluare din 15.09.2025.",,100199566,,,,"Technical score: Technical performance characteristics - Requirement/subfactor 4 - EXTENDED WARRANTY PERIODS and Requirement/subfactor 5 - PACKAGING FROM RECYCLED MATERIAL, see details in the Office clarification dated 15.09.2025 and ANNEX 2 to the Terms of Reference - Evaluation factors dated 15.09.2025.",,
828,,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Price of the offer: Financial component, the score is assigned as follows: a) For the lowest among the prices the maximum allocated score is awarded; b) For the other offered prices the score P(n) is calculated proportionally, as: P(n) = (Minimum offered price / Price n) x maximum allocated score.",100199584,,,,,,
829,,"Perioada de garanție extinsă: PDG luni (n) = Data ieșire din garanție 10% aferent datei de ieșire din garanție ofertat, în luni, şi se calculează astfel:
a) pentru cel mai mare număr de luni ofertat se acordă 10 puncte;
b) pentru alt număr de luni ofertat decât cel prevăzut la litera a) se acordă punctaj astfel:
DG luni (n) = (Nr. de luni n / Nr. maxim de luni) X 10.
Unde:
Nr. de luni n – Nr. de luni din oferta n;
Nr. maxim de luni - cel mai mare numar de luni ofertat., DG luni (n) = (Nr. de luni n / Nr. maxim de luni) X 10. Punctajul obţinut se stabileşte ca fiind rezultatul calculului, cu două zecimale, fără rotunjire.
Numărul minim de luni este 3.","Extended warranty period: PDG months (n) = Date of exit from warranty 10% related to the date of exit from warranty offered, in months, and it is calculated as follows:
a) for the highest number of months offered, 10 points are awarded;
b) for any other number of months offered than that in (a) points are awarded as:
DG months (n) = (Number of months n / Maximum number of months) × 10.
Where:
Number of months n – Number of months in offer n;
Maximum number of months – the highest number of months offered. DG months (n) = (Number of months n / Maximum number of months) × 10. The obtained score is established as the result of the calculation, with two decimals, without rounding.
The minimum number of months is 3.",100199584,,,,,,
830,,"Pretul ofertei: Componenta financiara, Punctajul se acorda astfel: a) Pentru cel mai scazut dintre preturi se acorda punctajul maxim alocat; b) Pentru celelalte preturi ofertate punctajul P(n) se calculeaza proportional, astfel: P(n) = (Pret minim ofertat / Pret n) x punctaj maxim alocat.","Offer price: Financial component, the score is awarded as follows: a) For the lowest among the prices the maximum allocated score is granted; b) For the other offered prices the score P(n) is calculated proportionally, as follows: P(n) = (Minimum offered price / Price n) × maximum allocated score.",100199608,,,,,,
831,,"2. PERFORMANȚA ENERGETICĂ A ECHIPAMENTULUI – 15 PUNCTE: Componenta tehnică - Se vor acorda puncte în funcţie de consumul de energie zilnic E (kWh/zi)., Se vor acorda puncte în funcţie de consumul de energie zilnic E (kWh/zi).
Pentru cel mai mic consum se acordă 15 puncte, pentru alte consumuri punctajul se calculează potrivit ecuaţiei de proporţionalitate pe bază celorlalte valori.
PE = (Consum energie zilnic E min/ Consum energie zilnic En) x 15. Verificare: în vederea demonstrării performanţei energetice a echipamentului ofertanţii trebuie să furnizeze un raport de testare conform standardului EN 50564:2011 (6.1, 6.2, 6.3, şi 6.4) sau unui standard echivalent. De asemenea, se acceptă demonstrarea consumului energetic şi prin trimitere la fişa tehnică/ manualul de utilizare ori alte documente relevante emise de producător.
Raportul de testare trebuie să includă date privind performanţa energetică a echipamentului. Datele trebuie măsurate în modurile de funcţionare, precum şi în condiţiile de testare indicate în anexe şi scenariile de utilizare, specificate anterior.
Testele trebuie efectuate în labouratoare, în conformitate cu cerinţele generale ale standardelor EN ISO 17025, U.S. 21 CFR partea 820, ISO 13485 sau ale unui standard echivalent, în condiţiile de testare menţionate anterior.
Modurile de funcţionare sunt definite după cum urmează, în conformitate cu EN 50564:2011 și cu Regulamentul (CE) nr. 1275/2008.
Scenariul AC, Modurile de funcţionare, Condiţii de testare, Condiţii suplimentare se regăsesc în documentul denumit „Detaliu Factori evaluare” atașat documentaţiei de atribuire.","2. ENERGY PERFORMANCE OF THE EQUIPMENT – 15 POINTS: Technical component – Points will be awarded based on the daily energy consumption E (kWh/day). Points will be awarded based on the daily energy consumption E (kWh/day).
For the lowest consumption, 15 points are awarded; for other consumption levels the score is calculated according to a proportionality equation based on the other values.
PE = (Minimum daily energy consumption E min / Daily energy consumption En) × 15.
Verification: to demonstrate the equipment's energy performance, bidders must provide a test report in accordance with standard EN 50564:2011 (sections 6.1, 6.2, 6.3, and 6.4) or an equivalent standard. Demonstration of energy consumption may also be accepted by referring to the technical data sheet/manual or other relevant documents issued by the manufacturer.
The test report must include data on the equipment's energy performance. Data must be measured in the operating modes as well as under the testing conditions indicated in the annexes and usage scenarios specified earlier.
Tests must be carried out in laboratories in conformity with the general requirements of EN ISO 17025, U.S. 21 CFR part 820, ISO 13485 or an equivalent standard, under the testing conditions mentioned above.
Operating modes are defined as follows, in accordance with EN 50564:2011 and Regulation (EC) No 1275/2008.
The AC scenario, operating modes, test conditions, and additional conditions are found in the document titled ""Evaluation Factors Detail"" attached to the tender documentation.",100199608,,,,,,
832,,"3. PERIOADA DE GARANȚIE ACORDATĂ PRODUSELOR – 10 PUNCTE: Conform caietului de sarcini, termenul de garanție acordat produselor va fi de minim 24 luni. Se punctează suplimentar pentru fiecare an de garanție și acord privind servicii suplimentare oferit în plus față de specificațiile tehnice minime după cum urmează:, a) 3 sau mai mulți ani de garanție suplimentară: 10 puncte; b) 2 ani de garanție suplimentară: 5 puncte; c) 1 an de garanție suplimentară: 3 puncte;

Mențiuni: 
- termenele acordate vor fi exprimate în ani, nu se permite fracționarea.
- termenul minim de 24 de luni se punctează cu 0 puncte.
- pentru termene de garanție mai mici de 24 de luni oferta va fi declarată neconformă.
- pentru garanțiile suplimentare (1, 2, 3 ani se acordă punctajul menționat) iar pentru garanții suplimentare mai mari de 3 ani nu se acordă punctaj suplimentar.

Verificare: Ofertantul prezintă o declarație pe proprie răspundere care detaliază perioada de garanție oferită și care atestă că se acoperă conformitatea bunurilor cu specificațiile contractului, inclusiv toate utilizările indicate.","3. WARRANTY PERIOD GRANTED TO PRODUCTS – 10 POINTS: According to the specifications, the warranty period granted to the products shall be at least 24 months. Additional points are awarded for each year of extended warranty and agreement regarding additional services offered beyond the minimum technical specifications as follows: a) 3 or more additional years of warranty: 10 points; b) 2 additional years of warranty: 5 points; c) 1 additional year of warranty: 3 points.

Notes:
- The granted periods will be expressed in years; fractional periods are not allowed.
- The minimum period of 24 months scores 0 points.
- For warranty periods less than 24 months the offer will be declared non‑compliant.
- For additional warranties (1, 2, 3 years the mentioned points are awarded) and for additional warranties longer than 3 years no extra points are awarded.

Verification: The bidder presents a self‑declaration detailing the warranty period offered and certifying that the goods comply with the contract specifications, including all indicated uses.",100199608,,,,,,
833,,"4. INSTRUCTAJ PENTRU OPTIMIZAREA EFICIENȚEI ENERGETICE - 25 PUNCTE: Ofertantul trebuie să asigure un instructaj incluzând elemente de ajustare şi reglaj fin al parametrilor de consum de energie electrică ai echipamentului (de exemplu, modul ""standby""), în vederea optimizării consumului de energie electrică. Se va puncta corespunzător, descrierea instructajului în domeniul optimizării energetice, care urmeaza a fi asigurat, utilizând o grilă de punctare calitativă asociată, următorilor subfactori de evaluare, A. Instruire introductiv generală:

- durată (peste min. 4 ore) - 5 puncte
- grup ţintă (peste min. 2 persoane) – 3 puncte

B. Instruire la locul de muncă

- metode şi tehnici de optimizare consumuri de energie electrică:

- durată peste min. 4 ore) - 5 puncte
- grup ţintă (peste min. 2 persoane) – 3 puncte

C. instruire periodică pentru actualizarea cunoştinţelor

- durata atelierului de instruire ....... - 3 puncte
- frecvenţa .......... – 2 puncte

- suport online - 2 puncte
- platformă de e-learning – 2 puncte

Verificare: Ofertanţii trebuie să furnizeze informații în vederea acordării punctajului conform grilei de punctaj de mai sus. Pentru reperele din grilă necompletate se vor acorda 0 puncte. Pentru ofertele care cuprind subfactori cu valori sub minimul impus se vor acorda 0 puncte.

Ofertanții vor furniza, la nivel de ofertă, în scopul acordării punctajului, un set de informații privind următoarele aspecte ale instructajului:

- Descrierea detaliată a echipamentului și a modului său de funcționare;
- Identificarea modurilor de consum de energie electrică, inclusiv modul „activ” sau alte moduri de economisire a energiei;
- Instrucțiuni clare privind modul de ajustare a setărilor pentru a optimiza consumul de energie în timpul utilizării și în modul „standby”.
- Instrucțiuni/exemple practice pentru reglarea fină a parametrilor pentru a obține un echilibru optim între eficiența operațională și consumul de energie.
- Instructajul pentru optimizarea eficienței energetice aferent echipamentului menționat nu este obligatoriu, fiind punctat suplimentar în cadrul procedurii.

Pentru ofertele care nu certifică îndeplinirea cerinței de mai sus/care nu furnizează informațiile solicitate se vor acorda 0 puncte.",,100199608,,"4. TRAINING FOR ENERGY EFFICIENCY OPTIMIZATION - 25 POINTS: The bidder must provide training that includes elements for fine adjustment and tuning of the equipment’s electricity consumption parameters (e.g., ""standby"" mode) in order to optimise electricity consumption. The description of the energy‑optimization training, which is to be provided, will be scored according to a qualitative scoring grid associated with the following evaluation sub‑factors:

A. General introductory training:
- Duration (minimum 4 hours) – 5 points
- Target group (minimum 2 persons) – 3 points

B. On‑the‑job training:
- Methods and techniques for optimising electricity consumption:
  - Duration (minimum 4 hours) – 5 points
  - Target group (minimum 2 persons) – 3 points

C. Periodic training for updating knowledge:
- Workshop duration ……… – 3 points
- Frequency ……… – 2 points
- Online support – 2 points
- E‑learning platform – 2 points

Verification: Bidders must submit information to allow scoring according to the above scoring grid. Any unanswered items in the grid will receive 0 points. Offers that contain sub‑factors with values below the minimum required will receive 0 points.

Bidders shall, at the offer level, provide a set of information on the following aspects of the training in order to be awarded points:
- Detailed description of the equipment and its mode of operation;
- Identification of electricity consumption modes, including the ""active"" mode or other energy‑saving modes;
- Clear instructions on how to adjust settings to optimise electricity consumption during use and in ""standby"" mode;
- Practical instructions/examples for fine‑tuning parameters to achieve an optimal balance between operational efficiency and energy consumption.
- Training for the optimisation of energy efficiency of the mentioned equipment is not mandatory, but it will be awarded additional points in the procedure.

Offers that do not certify compliance with the above requirement or that do not provide the requested information will receive 0 points.",,,,
